,english,sentiment,vader_sentiment,blob_sentiment
13740,there_are no_words to express so_much pain and as much anger five murders this_week four women and a child this only has a name machist_violence and we_must combat it from all areas all my_love to the family of the woman_murdered in asturias niunamenos,NEGATIVE,NEGATIVE,NEGATIVE
13741,congratulations for your re_election as secretary_general of we will_continue to collaborate to promote the rights of workers and that nobody is behind the pandemic has_shown us once_again that with social_dialogue we advance all congresougt,POSITIVE,POSITIVE,NEGATIVE
13742,we are_going to start a great national dialogue open to all institutions and as a whole citizenship because spain is a state project let_s think together together in a better country for the future so that this aspiration also makes_us better in the present,POSITIVE,POSITIVE,POSITIVE
13743,a more_efficient digital_green and fair spain that is our country project and it is possible to achieve it the strategy we present includes objectives around challenges which we_must reach to consolidate us as one of the most_advanced countries in europe spain,POSITIVE,POSITIVE,POSITIVE
13744,we_need a new vision of spain that we want to be in the coming decades beyond immediate needs for that purpose nace spain an_ambitious collective project of strategic_prospective for the country today we present the first_step on this path,NEUTRAL,POSITIVE,POSITIVE
13745,european_funds are an_opportunity to move fairly and equally with sustainable_growth and we will do it with a unit and applying the projection_because of this you can leave one of the brightest stages of the history of spain fondosueeldiari,POSITIVE,POSITIVE,POSITIVE
13746,the public_private collaboration will_be key to the success of the procending today announcement that the second belong will_be in the field of avant_garde health it incorporates progress from biotechnology and will convert_spain into a great european leader in this area doubledate,POSITIVE,POSITIVE,POSITIVE
13747,the confirms a new case of macho_violence the room in just two_days we are not going to tolerate that they continue killing_them all our efforts are in combating this unbearable horror that should cease already my_love for the family of the woman_murdered in barcelona,NEUTRAL,NEGATIVE,POSITIVE
13748,the princess princess of asturias of communication and humanities award this year to gloria steinem tireless fighter for the rights of women developed recognition which is also an_essential and unstoppable movement feminism congratulations,POSITIVE,POSITIVE,POSITIVE
13749,we move_forward to transform_spain and in this context we_need a new statute that updates the rights of workers we will promote the necessary reforms to protect the status of well_being among_them it is key to ensure the pension_system congresougt,POSITIVE,POSITIVE,POSITIVE
13750,youth ask us for a horizon of stability and future opportunities and this government is going to be given to them we are_going to implement a clash_plan imminently against youth_unemployment we will not_allow the youth of our country to pay the crisis again,POSITIVE,NEGATIVE,NEUTRAL
13751,with dialogue and social_justice we are getting that the departure of the crisis is faster and more intense right_now there_are only affiliates less_than before the pandemic thanks to the unions for their responsibility to achieve agreements in such difficult_times congresougt,NEGATIVE,POSITIVE,POSITIVE
13752,ceuta and melilla should_know that they have the support understanding and empathy of this executive the government of spain is on the side of the territorial_integrity of the country working to guarantee the safety and tranquility of those_who live there what side is the opposition,POSITIVE,POSITIVE,POSITIVE
13753,today he has_left us the musician franco battiato great artist with which we grew_up listening to his lyrics and melodies among my favorites i share with you this,POSITIVE,POSITIVE,POSITIVE
13754,thanks to all the troops of ff_aa and local police reitero the government of spain will_remain firm with all available means to guarantee the safety of citizenship before_any challenge and under any_circumstance,POSITIVE,POSITIVE,POSITIVE
13755,shocked_by three new_macho crimes that_occurred in just one day a year_old woman pregnant and her son from in balearic_islands and another_woman in_tarragona terrible the violecedecenero has no_place in our society and we will_continue fighting it my_love to their_families,NEGATIVE,NEGATIVE,NEGATIVE
13756,i have_spoken with different political actors both spanish and european to address the situation in a coordinated_manner the priority is to guarantee the control of transit on the border with morocco and provide ceuta and melilla from the means necessary to solve the crisis,NEUTRAL,NEGATIVE,NEUTRAL
13757,today i will travel to ceuta and melilla to show the determination with which the government of spain is acting we will restore order with maximum speed we will_be firm to guarantee the safety of citizenship before_any challenge and under any_circumstance,POSITIVE,POSITIVE,NEGATIVE
13758,my priority at this time is to return normality to ceuta its citizens should_know that they have the absolute support of the government of spain and the maximum firmness to ensure their safety and defend their integrity as_part of the country before_any challenge,NEUTRAL,POSITIVE,POSITIVE
13759,the sudanese people have affirmed their determination to build a new sudan after_decades of conflict and isolation spain undertakes to support them on this path my_message at the international transition support conference in the country convened_by,POSITIVE,POSITIVE,POSITIVE
13760,felicitats steu fent història your achievement is a success of female_sport and also of our society fruit of effort hard_work perseverance and passion today you have to celebrate it congratulations campsions uwclfinal,POSITIVE,POSITIVE,POSITIVE
13761,spain can not be_understood without ibero america we bet_on a rapid_recovery of the region through vaccination and promote just and sustainable investments initiatives_such as that of congrescelapi where i have_participated today are essential on this path,NEUTRAL,POSITIVE,NEUTRAL
13762,spain_progresses towards_group immunity we record the record_number of vaccine administration and in just one week the cumulative_incidence has_fallen more_than points june will_be the month of mass_vaccination of children_under this is the best economic_policy,POSITIVE,POSITIVE,POSITIVE
13763,today and we always celebrate diversity we build with public_policies and the support of citizenship a society without_discrimination by_sexual orientation_or gender_identity without_hatred not a step back let_s continue_advancing in respect and freedom diacontralalgtbifobia,POSITIVE,POSITIVE,NEUTRAL
13764,families are the basis of our_societies and have_been one of the pillars of the country during the pandemic the government will_continue working on social policies to maintain and reinforce the shield that_protects them especially the most_vulnerable dayainternationaldealfamilia,POSITIVE,NEUTRAL,POSITIVE
13765,promote a free safe and violence or extremisms that is our goal and i have also transmitted it at the anniversary summit of christchurchcall thank_you and for promoting spaces where you discuss and move_towards a better society,NEGATIVE,POSITIVE,POSITIVE
13766,in my visit to the facilities of the rovi group i_thanked their workers with the work they perform to advance vaccination strategic_autonomy in sanitary production and the impulse of public_private collaboration are two of the lessons of this pandemia,NEUTRAL,NEUTRAL,NEUTRAL
13767,i have attended the act of recognition to the troops in_afghanistan for years spain has_worked in the country to maintain peace today they return the last military deployed thanks to the people who have_participated in these missions for your great_job,POSITIVE,POSITIVE,POSITIVE
13768,for the planet for our future for the next_generations from today spain has a leydeclima on which to build a green_sustainable fair and prosperous_future with decision for all thanks to those_who have_worked tirelessly to make it come_true,POSITIVE,POSITIVE,POSITIVE
13769,this_week we have_celebrated a historical day by approveing in_cmin the draft reform of article of the constitution we act at the highest normative level to advance the social_protection of people with_disabilities it will_be a great collective triumph as a country,POSITIVE,POSITIVE,POSITIVE
13770,more_than and a half million spanish have_already received all the doses of vaccuncovid_we are aware of the importance of vaccination for people with_disabilities therefore we work to prioritize your access our commitment to them is resounding,POSITIVE,POSITIVE,POSITIVE
13771,spain is going to give a new qualitative leap in vaccination in june we will_receive million_doses only from the pfizer company we are fulfilling the objectives with these deliveries we go in a straight line towards_group immunity there_are days_left yomevacunosureuro,POSITIVE,POSITIVE,POSITIVE
13772,the work of at the front of the oecd has_transformed this institution today i have met_with him to talk_about the present and future of the organization and plans measures for reconstruction_after pandemic should transform economic models,POSITIVE,NEUTRAL,POSITIVE
13773,intellectual property can not be an_obstacle to guarantee equitable and universal_access to vaccines it is not_just a matter of justice it is the key to definitively_end the pandemic my_opinion column in,POSITIVE,POSITIVE,POSITIVE
13774,meeting_with the north macedonia pm at the first visit of a normacedonian head of government to spain at the meeting i have transferred our support for the progress of his country to the eu as_well as in the distribution of vaccines in the western_balkans,POSITIVE,POSITIVE,POSITIVE
13775,the green and just transition is at the center of spain s priorities this is what i have_moved it to the president of cop we have at the glasgow summit a_unique opportunity to raise the global level of climate_ambition that we_can not miss,POSITIVE,POSITIVE,NEGATIVE
13776,your work is key they have left the skin during this_pandemic and are now working against clock to advance vaccination quickly and effectively thanks to the nurses for their delivery and dedication let_s continue supporting this profession dayainternationaldeeleaenfrimery,POSITIVE,POSITIVE,POSITIVE
13777,the government s agenda is traced with the demands of the population alive where viva we have days_left to achieve group_immunity which of the population is vaccinated and the economy is improving we move_forward to modernize and transform_spain after the pandemic,POSITIVE,POSITIVE,POSITIVE
13778,the emergencies of the pp are not the emergencies of the spaniards and spanish we have months of legislature to overcome_this pandemic vaccinating and vaccinating and working on a just recovery that reaches_all that is what worries citizenship and this is the government,NEGATIVE,NEGATIVE,NEUTRAL
13779,lorca has_been rebuilding little by little but the wounds of that earthquake that years_ago broke the city even hurt in this murcian town today my memory for all its neighbors and neighbors especially for those_who lost to some loved_one,NEGATIVE,NEGATIVE,NEGATIVE
13780,thank_you for your visit to spain which_demonstrates once_again the extraordinary relationship_between our country and argentina we will_continue working_together to promote vaccination around the world and promote a fair_recovery in both europe and latin_america,POSITIVE,POSITIVE,POSITIVE
13781,today we situate spain at the international_avant garde giving a decisive_step to guarantee_dignified working conditions to digital_platform distributors with social_dialogue we move_forward in the protection of workers rights repartocounts,POSITIVE,POSITIVE,NEUTRAL
13782,the ninth victim is confirmed by violentiadegenero in this year a woman of valencia who asked for help last_friday getting on time to each case is our_duty and we will not_stop until achieving it until i put_an end to all form of macho_violence my_love to her_family,NEUTRAL,POSITIVE,POSITIVE
13783,vaccination and restoration of international mobility the future of europe and the reconstruction of our countries after the pandemic are some of the issues_that i have talked_about with in delphiforum a_pleasure to have_been able_to participate one more year,POSITIVE,NEUTRAL,POSITIVE
13784,thank_you for receiving_me in athens reinforcing ties_between greece and spain is key we share a common approach to the european agenda and we are determined to promote the necessary transitions in the eu the pandemic has_shown us that together we are stronger,POSITIVE,POSITIVE,NEGATIVE
13785,essexment transparency and improvement of public_service are some of the commitments of the government of spain the report fulfilling shows our goal of rendering accounts on citizens reinforcing democratic_quality and institutions,POSITIVE,POSITIVE,NEUTRAL
13786,josé manuel caballero bonald has_passed away reference of the last times of culture in our country a great_poet and novelist who belonged to the generation of my_condolences and affection for loved_ones,NEUTRAL,POSITIVE,NEUTRAL
13787,the pandemic has_demonstrated the value of the unit again our common action has_been key to the virus and will also be now that we start recovery we promote together a solidarity_green social who protect more_than ever to its_citizenship europeday,POSITIVE,POSITIVE,NEGATIVE
13788,unity to fight the pandemic it’s the priority of the government today we join the initiative of vaxlive to push for an_equitable distribution of vaccines in order to protect all countries against_covid we will only recover if we do it together,POSITIVE,POSITIVE,NEUTRAL
13789,unit to combat the pandemic it is the government s priority today we join the initiative of vaxlive to promote an_equitable distribution of vaccines that allow all countries to protect_themselves against_covid we will only recover if we do it together,NEGATIVE,POSITIVE,NEUTRAL
13790,return from the important eusocialsummit in porto where i have shared several relevant messages with eu_leaders reduction of inequalities social_dialogue for great_consensus and wide distribution of vaccines these are the keys right_now,POSITIVE,POSITIVE,POSITIVE
13791,today i_talked with the pm of estonia on the need for eu coordination to fight_against covid and accelerate the efforts of production and delivery of vaccines we also share the urgency of a green and digital recovery for europe,NEUTRAL,POSITIVE,NEGATIVE
13792,youth is one of the groups most_affected by the pandemic it is necessary to develop an action_plan that promotes quality jobs fight_against poverty and strengthen the social_inclusion of young_people i join theyouthpledge,NEGATIVE,POSITIVE,NEUTRAL
13793,today i have_moved to the need to accelerate the production delivery and distribution of vaccines in europe and the urgency of an_agreement on the digital_green certificate in_addition we_must promote the future mechanism_that allows to guarantee_its universal_access,POSITIVE,POSITIVE,NEUTRAL
13794,productive_meeting with the secretary_general of the european confederation of trade unions since social_dialogue we will advance_towards a labor_market with stable and quality_employment where the gender_gap is less and less and there_is equal_opportunities,POSITIVE,POSITIVE,NEGATIVE
13795,the eu has many challenges_ahead the most_urgent is vaccination from this i have_spoken this_afternoon with the pm of slovakia we_must narrow the collaboration to maintain a high rhythm in the dose administration it is the first_step for recovery,NEGATIVE,NEUTRAL,POSITIVE
13796,in the next_semester slovenia will assume the challenge of preside_over the eu council today i have_moved our support to your pm the integration of the country in the med or the impulse to the southern_neighborhood are some of the shared_interests in which we_can work_together,POSITIVE,POSITIVE,NEUTRAL
13797,we are determined to put_an end to the structural deficiencies of our labor_market promoting the use of quality the procenderation presents a_unique opportunity to achieve it we bet_on a dynamic resilient and inclusive labor_market eusocialsummit,POSITIVE,POSITIVE,NEUTRAL
13798,we started in porto eusocialsummit an_appointment to continue_advancing united in front of the pandemic spain applauds s proposal to suspend patents we also propose to accelerate the process of transmission of technology and knowledge to the set of countries,POSITIVE,POSITIVE,NEUTRAL
13799,thank_you thank_you for your_indefatigable work for madrid we have done it for years and we will_continue doing it from tomorrow companions colleagues socialists always with the to advance by a more fair and egalitarian country,POSITIVE,POSITIVE,POSITIVE
13800,the urns have granted ayuso a great result and above_all a great responsibility congratulations the will_always be ready to work for a madrid better and turn their vows into a future force for the region and its people,POSITIVE,POSITIVE,POSITIVE
13801,thanks to those_who have_been today at the electoral_tables and the public_servants who are working to guarantee the good development of the electionsm my thanks also to the interventors and seizures of the for its commitment and delivery on this day,POSITIVE,POSITIVE,POSITIVE
13802,the madrid and madrileñas today have the opportunity to choose what madrid we want from tomorrow we_need governments with the maximum democratic support to face a fair_recovery vote is safe let_s do it with optimism and confidence to move_forward electionsm,POSITIVE,POSITIVE,POSITIVE
13803,we reach a new goal ✔ million_people with the full_guideline ✔more of million_doses administered vaccination vaccinate and vaccinate that is our goal and we continue_advancing to achieve community immunization against_covid yomevacunosureuro,POSITIVE,NEUTRAL,POSITIVE
13804,the m is voted in madrid if there_is a progressive serious and honest government or the government of colón de pp and vox let_s mobilize to make a dream_come true for which it is worth voting that governs the left and the region advance in opportunities rights and freedoms votapsoe,POSITIVE,POSITIVE,POSITIVE
13805,our motto says it is not_only madrid it is democracy today the luck of madrid is linked to the defense of our values the next m the ballot represents the beginning of a new_stage full of progress for this region with votapsoe,POSITIVE,POSITIVE,POSITIVE
13806,this_afternoon we closed the campaign with our candidate in interview live starting_at p_m mobilice let_s we have two_days left and we_can achieve it let no vote stay_at home hazloxmadrid,NEUTRAL,NEGATIVE,POSITIVE
13807,today the community of madrid celebrates_its day a region that must_continue advancing and working for its future for a future of progress hope and illusion for an open_diverse inclusive madrid a cozy madrid for all and all congratulations madrid demay,POSITIVE,POSITIVE,NEGATIVE
13808,the today meets_years of history it is a pride to be part of a party that walks from the hand of society that progresses with it which transforms our country from freedom progress justice and equality psoeano ✊ ▶ h,POSITIVE,POSITIVE,NEUTRAL
13809,there will_be no recovery if it does_not reach the workers of our country today we hear their claims with the look at ending precariousness and inequality we have to leave this crisis with dignified stable and transformer jobs demay,NEGATIVE,NEGATIVE,NEUTRAL
13810,i_am grateful for the confidence in spain s recoveryplan nextgenerationeu funds and the massive vaccination_strategy are essential in order to ensure the recovery of our_economy and to reinforce europe s welfare_model for a fairer economy and a more_resilient economy,POSITIVE,POSITIVE,NEUTRAL
13811,i_appreciate the confidence in the procenderation presented_by spain the funds nextgenerationeu and the mass_vaccination strategy are key to recover our_economy and reinforce the european welfare_model for a more just society and a more_resilient economy,POSITIVE,POSITIVE,POSITIVE
13812,since the pandemic began our goal has_been to save_lives jobs and companies the data of the epa show today that despite the very_easy emergency we suffer recovery progresses when vaccination_progresses fast recovery makes it even_faster,POSITIVE,NEGATIVE,POSITIVE
13813,after vaccination a formidable opportunity awaits_us recover our_economy by correcting many of its_historical defects in this scenario the social and solidarity economy is a key ally let_s make spain a better and more fair country together sosseconomiesoccial,POSITIVE,POSITIVE,POSITIVE
13814,i_congratulate for his victory on april elections spain will_continue to support its european aspirations and its reform_process towards a more democratic prosperous inclusive and green albania,POSITIVE,POSITIVE,POSITIVE
13815,congratulations rafael moneo proud of recognition at the venice biennial to one of the most_prestigious spanish architects internationally the works of him civil and religious buildings are already a seal of identity in many cities mix of modernity and tradition,POSITIVE,POSITIVE,POSITIVE
13816,my_rotality condemns the threat sent against the zapatero those bullets are directed against coexistence against democracy we_must stop this spiral of hatred that attacks our values directly we do_not let anger be installed in society,NEGATIVE,NEGATIVE,NEGATIVE
13817,i have visited janssen s facilities in toledo where i grateful to their employees the great work they are_doing these months the rhythm of vaccination in spain is in stable growth phase and out of people over has_already received a dose,POSITIVE,POSITIVE,POSITIVE
13818,this_week spain will_receive million_doses an_important milestone to continue_advancing with a firm_step in the vaccination_process and get of the population to be_immunized at the end of summer vaccination is the only_way to recovery yomevacunoseguro,POSITIVE,NEUTRAL,NEUTRAL
13819,the threats to isabel díaz ayuso and again maría gámez are threats to all of us and us neither tolerant nor accomplices with the violence and propagation of hatred the democrats are not going to consent our condemnation without palliatives and the largest repulse against these_acts,NEGATIVE,NEGATIVE,NEUTRAL
13820,all our solidarity and support to india so badly affected_by covid this_week we will send respirators and oxygen_concentrators manufactured in spain no_one will_be safe until we are all,POSITIVE,POSITIVE,NEGATIVE
13821,a_fruitful meeting to deepen bilateral_relations between spain and belgium and continue_working on the fight_against the pandemic and the promotion of social rights with which we are both so committed strongestogether,POSITIVE,POSITIVE,POSITIVE
13822,a woman has_been murdered in_tarragona a new_macho crime which_adds so_far this year we_can not_allow it we will_continue fighting the violeciadecenero from the institutions and with the support of citizenship facing those_who question it feminism niunamenos,NEGATIVE,NEGATIVE,NEUTRAL
13823,the worst of the news is confirmed all the love for the relatives and relatives of david beriain and roberto fraile murdered in burkina faso and our recognition to those_who like them perform daily a brave and essential journalism from the areas of conflict,NEGATIVE,NEGATIVE,POSITIVE
13824,the recovery_transformation and resilience plan that we approved today in_cmin gives_us a horizon of hope progress and well_being the future of our country is decided here and we will do it between all and all we built a green inclusive just and feminist_spain,POSITIVE,POSITIVE,NEGATIVE
13825,enough we are not going to allow it we are not going to let hate take over coexistence in spain our_rotunda condemns the serious_threat received today by the minister of we are with you reyes,NEUTRAL,NEGATIVE,NEGATIVE
13826,congratulations by the oscar for the best makeup in the movie the mother of blues it is a pride that spanish talent is recognized in the international_arena let_s continue_betting on culture and its professionals one of our best identity signs,POSITIVE,POSITIVE,POSITIVE
13827,spain is commited to equal and universal_access to vaccines just this_week i have announced that we will make about million_doses available to latin_america and the caribbean this year only together we will_succeed see you at vaxlive,POSITIVE,NEUTRAL,POSITIVE
13828,it has come time to act to stop the ultrarage today i have come to ask that we stop the extremist threat with votes before his hatred the strength of the vote the strength of democracy socialists progressives democrats we come from m losdemocratsomosmás votapsoe,POSITIVE,NEGATIVE,NEUTRAL
13829,on_friday vox crossed a line and will_be the last one that crosses all democrats have_been standing to say enough ultraradere_is a threat to our coexistence and our democracy we will beat them at the urns on may losdemocratssomosmore,NEGATIVE,NEGATIVE,NEUTRAL
13830,today i will_be in getafe supporting our candidate because_madrid must_be an open_diverse inclusive region because_madrid needs a progressive government hazloxmadrid follow it live from here,POSITIVE,POSITIVE,POSITIVE
13831,my_gratitude and thanks to each police_officer who works for the safety of citizens and against_terrorism our thoughts_accompany the family and colleagues of the murdered police in rambouillet and with the french we will_remain together in this fight,POSITIVE,NEGATIVE,POSITIVE
13832,a year_ago an_unprecedented and necessary initiative was_born act_accelerator essential to promote access from countries to health_tools to combat_covid your lesson of efficiency and agility is timeless spain is proud to have left the project,NEUTRAL,POSITIVE,POSITIVE
13833,the ecological_transition offers extraordinary_opportunities that we_must take_advantage of we_need ambitious decisions which place people in the center and are based_on a solid regulatory_framework we act collectively and without_leaving anyone_behind leadersclimateummit,POSITIVE,POSITIVE,POSITIVE
13834,i_congratulate by the leadersclimateummit the us return to the climate agenda is great_news spain as one of the leaders in this area works to achieve the goal of maintaining the temperature_increase below degrees the world asks_us to act,POSITIVE,NEUTRAL,NEUTRAL
13835,quixote is one of the main symbols of our culture to read it transports us to a_unique world that we would never have imagined because reading the mind opens expands the margins of reality it makes_us travel discover and dream happy dídellibro feliç sant jordi,POSITIVE,POSITIVE,POSITIVE
13836,today aragon and castilla y león celebrate their day a date to remember what_unites us to continue_working for the future that awaits_us a future of prosperity and progress for all the territories of our country let_s build it together happy dabril to all and all,POSITIVE,POSITIVE,POSITIVE
13837,our_rotunda condemns the serious threats received by marlaska gámez and churches they are policy makers and public_servants to face any discrepancy the word faced_with threats and violence justice and democracy,NEGATIVE,NEGATIVE,NEGATIVE
13838,on earthday world_leaders join the leadersclimatesummit called by president_joe biden_undoubtedly a much_needed and timely event we_must firmly raise our level of climate_ambition it s urgent_climateaction,POSITIVE,POSITIVE,NEGATIVE
13839,in the díadelatierra world_leaders united us to leadersclimateum conducted_by president_joe biden_undoubtedly a very_necessary and timely appointment we_must rotately raise our level of climate_ambition it is urgent_climateaction,POSITIVE,POSITIVE,NEUTRAL
13840,we close the xxvii cuiberoamericana an institution that achieves like no other that its results benefit all citizens of the ibero_american community without distinction of nationality we are already working with the dominican_republic which collects the witness,POSITIVE,POSITIVE,POSITIVE
13841,spain will_allocate latin_america and the caribbean million_doses of vaccines against_covid which represents between and of the total received by we will start this commitment when of the population spanish is vaccinated that we hope will_be soon,POSITIVE,POSITIVE,NEUTRAL
13842,meeting_with the pm of portugal in the cuiberoamericana we will_continue to collaborate in latin_america key to our countries for the many synergies we share once_again we demonstrate the solidity of the links_that unite us to spain and portugal,POSITIVE,POSITIVE,POSITIVE
13843,my recognition for your work at the front of it is_vital to continue supporting latin_america in the fight_against pandemic and its socioeconomic consequences this ecuxiberoamericana represents a great_opportunity for it,POSITIVE,POSITIVE,POSITIVE
13844,gràcies per organize aquesta címera i felicitats andorra has carried_out an_excellent work at the head of the ibero_american conference for an_extremely difficult and extensive period we will_continue working_together for solutions to the covid_crisis,POSITIVE,NEGATIVE,NEGATIVE
13845,we achieved a new milestone people vaccinated with full pattern in spain already exceed the notified contagues we move firm towards our goal immunize of the population_before finishing summer the end of the pandemic more and closer yomevacunoseguro,POSITIVE,NEUTRAL,POSITIVE
13846,in_addition to dealing_with the daily fight_against covid you have to look at the future in the cumaberamera merica we promoted the creation of a new international treaty on pandemics we_must build today the bases of a better_coordinated and more_efficient action for tomorrow,POSITIVE,POSITIVE,POSITIVE
13847,we start the cumberaberamericana in andorra an_appointment in which we will address the need to get_out of emergency guaranteeing an_equitable vaccination around the world spain will donate as far as_possible vaccines to latin_america to promote the fight_against covid,NEUTRAL,NEUTRAL,POSITIVE
13848,meeting_prior to the ibero_american summit with the president of guatemala our country will_continue to support the strengthening of guatemalan institutions as_well as its development we bet_on the impulse of bilateral_relations and external cooperation,POSITIVE,POSITIVE,NEUTRAL
13849,a new_machist crime is confirmed this time in león she is the seventh woman_murdered in she_was only years_old we will not_cease in our effort with all our efforts we will_continue fighting the violeciadecenero and who_deny it my_love for her_family,NEGATIVE,NEGATIVE,POSITIVE
13850,meeting_with the president of the dominican_republic we talk_about vaccination and recovery after pandemic and cooperation_between our countries we share a close bilateral_relationship in a multitude of sectors that we want to continue_strengthening,POSITIVE,POSITIVE,NEUTRAL
13851,the treaty of paris that gave rise to the coal and steel community celebrates years it_was the first stone of our current european_union today we continue_advancing more united and strong in a common_project based_on freedom equality and social_justice in europe,POSITIVE,POSITIVE,POSITIVE
13852,two_roads are opened in madrid that of just recovery with a serious government of and angel_gabilondo or the government of columbus which_means social ultra proof and corruption exclusion the m vote for our convictions to win madrid hazloxmadrid votapsoe,NEGATIVE,POSITIVE,POSITIVE
13853,the pp_has been ruling in madrid almost_years those_who have that age and who are_going to vote for the first_time only have known their bad practices in the region m we will put_an end to this heavy heritage we are_going to give youth an_alternative a life project votapsoe,NEGATIVE,NEGATIVE,NEGATIVE
13854,we started the campaign for the m supporting our candidate from ferraz starting_at h accompany you live let_s go by and for madrid votapsoe,POSITIVE,POSITIVE,POSITIVE
13855,congratulations to and all the blaugranas for a deserved triumph at the copadelrey all soccer fans have enjoyed a great match today congratulations per la vostra a cup culers,POSITIVE,POSITIVE,POSITIVE
13856,we visited the facilities of the hospra pharmacist where_they are developing one of the spanish vaccines against_covid his is one of the most hopeful projects for our country they have the support of the government so that it can soon become a_reality,POSITIVE,POSITIVE,POSITIVE
13857,today we give a great step in rights for minors the approves the leyprotection with which we will fight with more resources violence_against these groups we move_towards a society that guarantees a more worthy future for children and adolescents,POSITIVE,POSITIVE,POSITIVE
13858,yesterday a woman was_killed by the macho_violence in barcelona_she was years_old and two girls the violecedecenero continues to hit our society and we_must combat it from institutions and all areas niunpasoatras_my love for your daughters and family of her,NEUTRAL,POSITIVE,POSITIVE
13859,the valuation of spain abroad is very good they say it numerous ranking at a global level and confirms the evolution of the risk premium or_record issuance records the pp on the other_hand instead_of rowing in_favor is dedicated to sow_doubts and polarizing politics,POSITIVE,POSITIVE,POSITIVE
13860,we will leave this emergency behind but we will_never forget those_who have_been on the first_line fighting it thanks for your work it s time to learn to move_forward let_s make our_differences the basis of growth if we all want if spain_wants spain service,NEUTRAL,POSITIVE,NEGATIVE
13861,in a month the alarm_status an_exceptional legal situation the circumstances are different and vaccination offers us greater_guarantees success will depend_on the unit the effectiveness of coordination and individual_responsibility we_can not go_down our guard,NEGATIVE,POSITIVE,POSITIVE
13862,is the year of the vaccine and recovery the year we protect_ourselves to move_forward we will_continue to update the vaccination_strategy depending_on the health_recommendations to vaccinate_vaccinate and vaccinate and reach of people immunized at the end of summer,POSITIVE,NEUTRAL,NEUTRAL
13863,the planespañe will_be the great engine of our country in the coming_years today i present it in the we all share a wish to overcome_this pandemic as_soon as_possible its_approval will suppose the beginning of recovery and the beginning of a more solid and sustainable_future,POSITIVE,POSITIVE,POSITIVE
13864,we will expand more months_since may all measures in terms of evictions and rental contracts we have an_obligation and we will_always be there we will not_leave anyone_behind our government is committed to constitutional law to decent housing,POSITIVE,POSITIVE,POSITIVE
13865,the government of spain is working to face this_pandemic meanwhile vox systematically opposes all measures that benefit_citizenship you do_not defend the working class its only contribution to politics is to sow hatred and crisp,NEGATIVE,NEGATIVE,POSITIVE
13866,the pp is pleased or against the state of alarm according_to the latitude of its territorial representation they ask what measures we are_going to promote we have_been fighting this emergency for more_than a year from the sanitary_economic and social_protection front sessioncontrol,POSITIVE,NEGATIVE,POSITIVE
13867,the actions of the planespañe supplies the axes of the government the green and digital_transition real_equality and social and territorial_cohesion essential transformations with or without pandemic we talk_about a country project for the next decades and generations,POSITIVE,NEUTRAL,NEGATIVE
13868,planespaña is the most_ambitious of recent_history the greatest opportunity for spain from entry_into the eu it aims to modernize the productive_tissue foster growth create_employment reduce social and gender_gaps and promote a more_sustainable model,POSITIVE,POSITIVE,POSITIVE
13869,the best economic_policy will_be the vaccination plan the faster we vaccinate the faster the recovery will come the horizon is clear after the strong contraction of last_year spain will_be one of the developed countries that grow most in and wakeupspain,POSITIVE,POSITIVE,POSITIVE
13870,in a_few days we will transfer to the european_commission the recovery plan that will serve to promote in the short_term the recovery and great transformation of spain making it more_competitive collect measures with the aim of creating more companies and employment wakeupspain,NEUTRAL,POSITIVE,POSITIVE
13871,congratulations for this triumph in ecuador s elections and congratulations also to the ecuadorian people the government of spain relies on continuing strengthening relations with the region due_to the impulse of sustainable_development and post_covid recovery,POSITIVE,POSITIVE,NEUTRAL
13872,the parkinson and his social_stigma causes an emotional and psychological impact on people who coexist_with the disease we promote_research to improve your quality of life let_s advance_towards a society without labels let_s change stereotypes ponunaattiquetpositive,POSITIVE,POSITIVE,NEUTRAL
13873,the climate_change law has addressed the final_line to be the first climate law in spain the pp abstains and vox vote against him who is on the right side of the story who fight this emergency or who_deny it the m must_be stopped,NEGATIVE,NEGATIVE,POSITIVE
13874,some speak a_lot of freedom freedom is to accelerate_vaccination it is to protect the elderly it is to work for the common_good and do_not plant doubts the flag of freedom will_never have the duo of the plaza_de colón freedom is vaccination and gobernalerio with,POSITIVE,POSITIVE,NEUTRAL
13875,today we talk_about climate_change and sustainability in an act with the candidate ♻️because the ecological_transition is a key policy of the socialist agenda for madrid and for all spain follow_us starting_at here,POSITIVE,NEUTRAL,NEUTRAL
13876,on_behalf of the government of spain i_would like to extend_my deepest_sympathies to her_majesty queen_elizabeth ii and the entire british royal_family on the passing of prince_philip of_edinburgh our thoughts_are with the people of the united_kingdom,POSITIVE,POSITIVE,NEUTRAL
13877,end this trip to africa by visiting the ivory detachment in dakar where the spanish armed_forces carry_out an_important work that reinforces spain s commitment to peace and international security and specifically in this region thank_you for your great_job,POSITIVE,POSITIVE,NEUTRAL
13878,education and culture can not have barriers it is an_honor to visit the one that will_be the new headquarters of in senegal the first one that_starts in sub_saharan africa from the government we will_continue promoting the expansion of spanish in the world,POSITIVE,POSITIVE,POSITIVE
13879,this tour represents the way spain visualizes africa a continent of great opportunities thank_you for the invitation to visit senegal it has_allowed us to continue_strengthening the close_relationship that our countries_maintain,POSITIVE,POSITIVE,POSITIVE
